vessel_id,mmsi,vessel_type,loa_m,draft_m,gross_tonnage,engine_power_kw,vessel_age_years,latitude,longitude,speed_knots,heading,distance_to_port_nm,timestamp,scheduled_eta,month,hour,day_of_week,is_weekend,estimated_service_time_hours,is_night,wind_speed_knots,wave_height_m,visibility_km,precipitation_mm,temperature_c,port_id,berth_id,berth_available_from,berth_max_length,berth_queue_length,crane_availability_ratio,port_congestion_index,traffic_density,port_avg_delay_last_24h,actual_delay_minutes,actual_arrival_time,assigned_berth,berth_waiting_time,berth_conflict_flag,congestion_level_future,queue_length_future
V00157,340466537,Container,379.9,13.5,60085,44176,23.5,50.2503,78.1218,17.3,205,16.7,2023-08-20T00:34:09,2023-08-20T01:31:55.717996,8,0,6,1,18.5,1,1.9,0.1,16.3,0.0,26.9,PORT_G,PORT_G_B06,2024-11-22T20:56:54.358059,380,4,0.831,0.418,Low,25.0,51.1,2023-08-20T02:23:01.717996,PORT_G_B06,663556.7,1,0.799,9
V00509,598866785,General Cargo,128.8,5.39,19264,9106,0.5,18.5296,31.081,13.3,323,109.5,2023-05-03T18:49:59,2023-05-04T03:05:29.837459,5,18,2,0,18.1,0,8.8,0.88,19.3,0.0,21.1,PORT_A,PORT_A_B07,2023-05-03T18:49:59,200,2,0.93,0.159,Low,17.4,19.4,2023-05-04T03:24:53.837459,PORT_A_B07,16.1,0,0.334,7
V00448,540012325,Bulk Carrier,269.2,8.21,64538,49817,15.5,59.6233,85.9948,14.2,179,277.4,2023-12-27T17:49:45,2023-12-28T13:20:42.744840,12,17,2,0,10.5,0,0.1,0.0,13.8,0.3,7.2,PORT_H,PORT_H_B01,2023-12-27T17:49:45,340,2,0.852,0.146,Low,9.1,13.4,2023-12-28T13:34:06.744840,PORT_H_B01,18.5,0,0.343,1
V00385,674840201,Tanker,175.8,15.47,62249,43904,0.5,31.2495,48.1577,14.5,239,149.6,2023-08-31T18:57:36,2023-09-01T05:17:31.251857,8,18,3,0,31.6,0,3.3,0.26,14.9,0.0,23.1,PORT_C,PORT_C_B04,2023-08-31T18:57:36,380,2,0.973,0.0,Low,-6.7,2.1,2023-09-01T05:19:37.251857,PORT_C_B04,19.9,0,0.234,3
V00373,378158235,Container,386.2,10.26,36481,28322,10.4,46.9358,70.3069,16.8,189,117.6,2024-07-24T06:28:31,2024-07-24T13:29:10.256892,7,6,2,0,35.6,0,13.4,0.99,15.7,0.0,32.0,PORT_F,PORT_F_B09,2024-12-28T09:55:08.990866,340,4,0.812,0.421,Low,29.1,51.8,2024-07-24T14:20:58.256892,PORT_F_B09,225848.5,1,0.788,9
V00110,453810545,Feeder,96.4,6.56,9174,4926,16.7,46.0656,69.0044,11.4,136,87.5,2023-11-06T16:36:58,2023-11-07T00:15:40.942958,11,16,0,0,8.2,0,2.6,0.15,12.7,1.1,13.7,PORT_F,PORT_F_B02,2023-11-06T16:36:58,340,3,0.738,0.424,Low,29.6,31.7,2023-11-07T00:47:22.942958,PORT_F_B02,25.9,0,0.774,8
V00231,675209598,Feeder,112.7,4.48,13451,7102,0.5,45.4109,70.4993,12.4,230,38.8,2024-02-04T23:55:31,2024-02-05T03:03:31.688199,2,23,6,1,22.0,1,2.7,0.16,12.0,4.2,7.2,PORT_F,PORT_F_B09,2024-07-26T01:57:58.549055,340,7,0.747,0.421,Medium,22.8,73.9,2024-02-05T04:17:25.688199,PORT_F_B09,247602.4,1,0.824,8
V00481,733356862,Cruise,296.9,8.09,70504,79461,4.8,44.9904,70.0136,19.3,305,1.0,2023-07-07T18:19:13,2023-07-07T18:22:19.128213,7,18,4,0,18.9,0,39.6,3.83,15.3,0.0,27.1,PORT_F,PORT_F_B09,2024-02-06T02:15:47.908253,340,3,0.851,0.078,Low,12.3,57.5,2023-07-07T19:19:49.128213,PORT_F_B09,307161.4,1,0.526,3
V00014,561415647,Feeder,114.1,4.6,2071,6708,9.8,39.9073,61.9888,12.1,6,5.6,2023-12-16T05:04:37,2023-12-16T05:32:27.650189,12,5,5,1,11.9,1,1.7,0.08,15.1,5.0,10.9,PORT_E,PORT_E_B04,2023-12-16T05:04:37,180,4,0.743,0.273,Low,21.5,29.9,2023-12-16T06:02:21.650189,PORT_E_B04,37.7,0,0.64,2
V00301,760221301,Container,267.7,13.48,73360,51179,11.6,23.5988,38.589,17.1,337,91.2,2023-02-09T07:21:03,2023-02-09T12:41:32.481992,2,7,3,0,13.3,0,6.6,0.37,8.0,0.7,16.4,PORT_B,PORT_B_B06,2023-02-09T07:21:03,300,3,0.705,0.358,Low,18.2,45.1,2023-02-09T13:26:38.481992,PORT_B_B06,31.1,0,0.618,3
V00267,427268504,Bulk Carrier,247.5,9.2,72819,12887,0.5,50.0316,77.4526,13.1,93,32.9,2024-11-02T05:10:54,2024-11-02T07:42:07.707120,11,5,5,1,23.7,1,12.3,0.86,11.2,6.4,10.2,PORT_G,PORT_G_B02,2024-11-02T05:10:54,340,5,0.785,0.432,Medium,27.2,50.3,2024-11-02T08:32:25.707120,PORT_G_B02,53.2,1,0.774,4
V00416,493587745,Tanker,164.6,9.72,60681,55914,6.2,36.3456,56.2655,12.9,239,158.1,2024-11-03T02:30:03,2024-11-03T14:45:27.470425,11,2,6,1,32.9,1,11.8,1.18,16.3,1.1,14.9,PORT_D,PORT_D_B06,2024-11-03T02:30:03,340,4,0.811,0.476,Low,26.3,57.0,2024-11-03T15:42:27.470425,PORT_D_B06,33.9,0,0.925,9
V00074,721828281,Container,202.2,10.11,29444,54784,0.6,45.919,68.6619,18.1,124,97.4,2024-12-26T06:23:24,2024-12-26T11:45:57.782219,12,6,3,0,22.5,0,4.8,0.33,17.1,0.3,7.8,PORT_F,PORT_F_B04,2024-12-26T06:23:24,340,5,0.847,0.421,Low,29.4,41.4,2024-12-26T12:27:21.782219,PORT_F_B04,51.4,1,0.766,8
V00499,563692736,RoRo,159.1,8.31,40026,29576,4.2,44.8998,70.0171,14.7,350,6.1,2023-05-28T10:45:50,2023-05-28T11:10:46.530590,5,10,6,1,28.4,0,25.4,2.29,19.9,0.0,22.3,PORT_F,PORT_F_B01,2024-10-18T00:04:10.337462,180,6,0.725,0.52,Medium,42.8,80.6,2023-05-28T12:31:22.530590,PORT_F_B01,732264.9,1,0.871,9
V00598,493421845,Container,219.4,14.8,75270,41034,1.1,54.3665,85.922,17.1,7,38.3,2024-02-04T19:09:59,2024-02-04T21:24:37.785485,2,19,6,1,18.9,0,15.5,1.58,11.6,0.2,13.9,PORT_H,PORT_H_B01,2024-02-04T19:09:59,340,7,0.792,0.513,Medium,32.4,62.7,2024-02-04T22:27:19.785485,PORT_H_B01,59.1,1,0.929,8
V00098,641417712,Bulk Carrier,218.3,11.72,38577,17524,5.0,39.7024,61.8322,12.8,29,20.5,2024-01-22T07:39:14,2024-01-22T09:15:34.191350,1,7,0,0,4.7,0,2.0,0.12,13.3,4.2,12.9,PORT_E,PORT_E_B11,2024-01-22T07:39:14,230,4,0.684,0.52,Medium,32.4,43.5,2024-01-22T09:59:04.191350,PORT_E_B11,40.6,0,0.825,9
V00307,293053578,LNG Carrier,261.6,10.36,117678,57257,6.0,51.5487,78.3211,19.2,191,94.9,2024-01-28T14:10:03,2024-01-28T19:06:36.068264,1,14,6,1,18.6,0,4.2,0.28,11.9,0.1,9.1,PORT_G,PORT_G_B02,2024-11-03T08:13:57.188688,340,5,0.708,0.432,Low,21.8,31.0,2024-01-28T19:37:36.068264,PORT_G_B02,402566.2,1,0.712,5
V00043,349926920,Container,232.2,11.95,94649,53182,15.1,34.6195,51.157,16.8,82,172.1,2023-06-17T02:34:57,2023-06-17T12:49:02.626820,6,2,5,1,22.7,1,9.0,0.89,14.1,0.0,31.5,PORT_D,PORT_D_B06,2024-11-05T00:34:53.677704,340,4,0.811,0.271,Low,7.4,43.2,2023-06-17T13:32:14.626820,PORT_D_B06,729336.2,1,0.691,5
V00377,737377911,Feeder,92.3,4.03,5206,6085,35.0,17.5654,30.7529,10.5,342,152.9,2023-02-09T06:08:29,2023-02-09T20:45:31.265159,2,6,3,0,13.0,0,7.1,0.64,19.3,0.3,19.1,PORT_A,PORT_A_B00,2023-02-09T06:08:29,300,5,0.806,0.439,Medium,26.4,63.0,2023-02-09T21:48:31.265159,PORT_A_B00,44.9,1,0.713,5
V00169,636344400,Bulk Carrier,212.2,8.51,99734,30087,7.2,55.2401,85.4393,13.6,113,36.6,2023-08-10T22:44:09,2023-08-11T01:26:00.970545,8,22,3,0,21.2,1,2.5,0.11,18.1,0.0,22.5,PORT_H,PORT_H_B05,2024-02-14T04:14:36.237300,300,3,0.846,0.082,Low,7.8,16.0,2023-08-11T01:42:00.970545,PORT_H_B05,269456.7,1,0.408,4
V00437,363321844,Bulk Carrier,290.7,13.23,80115,41537,8.7,26.7073,41.7953,13.4,245,249.7,2023-12-01T17:04:33,2023-12-02T11:39:22.528062,12,17,4,0,8.3,0,17.8,1.12,19.1,0.6,0.2,PORT_B,PORT_B_B00,2023-12-01T17:04:33,340,2,0.839,0.1,Low,8.9,31.0,2023-12-02T12:10:22.528062,PORT_B_B00,18.2,0,0.246,0
V00166,242836794,Bulk Carrier,183.7,10.71,26972,17055,5.5,39.4003,62.1284,12.6,347,36.8,2024-07-19T01:43:59,2024-07-19T04:38:51.887432,7,1,4,0,15.7,1,7.9,0.69,11.8,0.0,35.7,PORT_E,PORT_E_B01,2024-07-19T01:43:59,260,5,0.709,0.52,Medium,24.8,55.9,2024-07-19T05:34:45.887432,PORT_E_B01,41.7,1,0.856,4
V00586,641102415,General Cargo,139.1,8.31,7745,11167,9.9,49.4478,78.2126,13.2,338,35.5,2023-10-12T05:34:00,2023-10-12T08:15:51.624560,10,5,3,0,5.4,1,1.6,0.06,13.2,0.0,15.5,PORT_G,PORT_G_B01,2023-10-12T05:34:00,180,4,0.743,0.428,Medium,19.5,44.5,2023-10-12T09:00:21.624560,PORT_G_B01,33.4,0,0.755,4
V00276,465518425,RoRo,119.6,7.56,43868,13678,8.6,19.7189,30.9353,15.8,286,58.6,2024-03-18T22:49:13,2024-03-19T02:32:13.963956,3,22,0,0,22.0,1,3.8,0.24,21.1,0.0,22.5,PORT_A,PORT_A_B04,2024-03-18T22:49:13,200,3,0.816,0.396,Low,15.6,26.9,2024-03-19T02:59:07.963956,PORT_A_B04,59.0,0,0.653,6
V00377,737377911,Feeder,92.3,4.03,5206,6085,35.0,44.9736,70.0405,10.9,303,2.9,2024-03-05T16:49:22,2024-03-05T17:05:21.472997,3,16,1,0,13.2,0,3.8,0.26,13.6,0.0,19.7,PORT_F,PORT_F_B00,2024-03-05T16:49:22,300,6,0.677,0.421,Low,28.8,65.0,2024-03-05T18:10:21.472997,PORT_F_B00,51.4,1,0.823,11
V00276,465518425,RoRo,119.6,7.56,43868,13678,8.6,48.8614,76.0709,15.7,59,134.4,2024-01-27T16:00:15,2024-01-28T00:32:18.649588,1,16,5,1,18.4,0,4.2,0.28,12.3,2.0,9.8,PORT_G,PORT_G_B04,2024-10-02T11:35:12.568020,300,3,0.81,0.432,Medium,34.4,31.1,2024-01-28T01:03:24.649588,PORT_G_B04,357779.6,1,0.773,4
V00447,772972598,LNG Carrier,306.4,11.78,82973,53158,2.2,41.5428,61.1427,18.4,150,105.9,2024-10-03T00:55:04,2024-10-03T06:39:46.859307,10,0,3,0,35.7,1,18.6,2.09,15.9,0.0,16.6,PORT_E,PORT_E_B10,2024-10-03T00:55:04,340,5,0.62,0.52,Medium,31.7,73.1,2024-10-03T07:52:52.859307,PORT_E_B10,42.6,1,0.976,11
V00043,349926920,Container,232.2,11.95,94649,53182,15.1,24.9312,38.0131,17.5,349,4.2,2023-04-10T22:27:33,2023-04-10T22:41:57.591077,4,22,0,0,35.2,1,7.7,0.56,22.1,0.0,28.8,PORT_B,PORT_B_B01,2023-08-30T00:34:39.703364,380,8,0.671,0.525,Medium,38.7,69.4,2023-04-10T23:51:21.591077,PORT_B_B01,203148.4,1,0.985,9
V00492,388592094,RoRo,219.3,9.52,31066,20526,7.8,49.2668,76.3506,15.5,66,108.3,2023-10-17T20:55:16,2023-10-18T03:55:46.831687,10,20,1,0,29.4,0,11.6,1.05,13.4,0.0,17.7,PORT_G,PORT_G_B11,2023-10-17T20:55:16,230,4,0.834,0.282,Low,14.8,40.3,2023-10-18T04:36:04.831687,PORT_G_B11,34.6,0,0.692,7
V00554,588736389,Tanker,173.0,12.02,92240,35684,6.3,44.3638,69.1047,13.1,54,65.9,2024-03-09T06:44:20,2024-03-09T11:45:41.663430,3,6,5,1,34.0,0,7.9,0.65,16.7,0.0,24.8,PORT_F,PORT_F_B08,2024-03-09T06:44:20,300,4,0.688,0.421,Medium,31.3,38.9,2024-03-09T12:24:35.663430,PORT_F_B08,32.9,0,0.746,4
V00537,335209738,Container,184.3,10.75,61364,45657,4.1,28.7072,45.4803,16.8,21,83.6,2023-06-04T14:42:28,2023-06-04T19:40:37.545402,6,14,6,1,23.3,0,16.4,1.23,9.7,0.0,26.8,PORT_C,PORT_C_B04,2023-09-02T12:53:40.332708,380,3,0.757,0.469,Low,30.8,51.5,2023-06-04T20:32:07.545402,PORT_C_B04,129167.1,1,0.633,0
V00103,404235260,Container,185.8,12.26,101055,69389,1.3,49.2438,77.974,17.3,1,45.4,2024-01-24T10:07:40,2024-01-24T12:44:57.404593,1,10,2,0,5.3,0,4.7,0.25,14.9,1.3,5.0,PORT_G,PORT_G_B00,2024-01-28T00:07:51.376852,260,5,0.789,0.432,Low,28.4,54.0,2024-01-24T13:38:57.404593,PORT_G_B00,4990.6,1,0.781,3
V00520,598370583,Bulk Carrier,244.4,8.33,78634,22703,0.5,19.8439,29.8069,13.9,51,14.9,2023-04-17T10:32:35,2023-04-17T11:36:49.380455,4,10,0,0,26.8,0,13.0,1.15,10.3,0.0,24.2,PORT_A,PORT_A_B01,2023-04-17T10:32:35,300,8,0.773,0.648,Medium,40.7,83.8,2023-04-17T13:00:37.380455,PORT_A_B01,76.9,1,0.937,8
V00460,462205000,Tanker,296.4,15.29,65165,28206,21.5,55.0705,85.8601,13.3,116,9.4,2024-02-08T09:03:48,2024-02-08T09:46:13.086402,2,9,3,0,18.6,0,8.2,0.71,17.7,1.4,21.1,PORT_H,PORT_H_B01,2024-02-08T09:03:48,340,6,0.844,0.513,Medium,30.8,62.6,2024-02-08T10:48:49.086402,PORT_H_B01,54.6,1,0.902,7
V00500,702866994,Car Carrier,186.2,9.53,33794,33901,1.8,29.4073,45.8238,16.3,16,37.1,2023-09-12T17:43:35,2023-09-12T20:00:31.430698,9,17,1,0,33.8,0,5.5,0.49,15.6,0.0,21.5,PORT_C,PORT_C_B04,2023-09-12T17:43:35,380,3,0.75,0.341,Low,17.6,27.5,2023-09-12T20:28:01.430698,PORT_C_B04,29.7,0,0.739,3
V00581,291659288,Container,192.0,15.84,42612,36601,2.9,45.0052,70.0158,18.1,251,1.0,2023-05-07T05:15:27,2023-05-07T05:18:45.923059,5,5,6,1,16.6,1,6.9,0.51,15.2,0.0,27.0,PORT_F,PORT_F_B08,2024-03-10T22:27:22.538343,300,7,0.625,0.599,Medium,34.3,57.3,2023-05-07T06:16:03.923059,PORT_F_B08,444559.2,1,0.944,8
V00323,461246929,Bulk Carrier,250.4,13.96,71256,32311,10.5,38.6864,61.5063,14.3,20,84.2,2024-04-06T03:49:47,2024-04-06T09:43:26.331355,4,3,5,1,14.8,1,2.2,0.14,15.2,0.0,20.1,PORT_E,PORT_E_B07,2024-05-21T21:12:50.617424,340,5,0.704,0.52,Medium,29.5,50.5,2024-04-06T10:33:56.331355,PORT_E_B07,65480.2,1,0.869,6
V00120,782177669,Tanker,188.7,12.06,34284,18991,1.0,54.8472,85.174,13.7,79,50.4,2024-07-04T11:52:03,2024-07-04T15:32:19.978008,7,11,3,0,22.0,0,13.1,1.15,11.8,0.0,27.7,PORT_H,PORT_H_B00,2024-07-04T11:52:03,340,5,0.743,0.513,Medium,30.6,61.2,2024-07-04T16:33:31.978008,PORT_H_B00,44.6,1,0.934,6
V00080,779064767,Feeder,67.2,6.71,8568,6785,3.1,55.1545,85.9741,11.5,170,9.4,2024-09-25T14:39:37,2024-09-25T15:28:33.980988,9,14,2,0,4.5,0,16.5,1.35,16.4,0.0,25.5,PORT_H,PORT_H_B05,2024-09-25T14:39:37,300,7,0.644,0.513,Medium,39.1,72.6,2024-09-25T16:41:09.980988,PORT_H_B05,59.3,1,0.946,6
V00334,307939088,General Cargo,118.1,9.39,35381,15088,12.5,43.4233,69.0515,11.7,31,110.4,2024-06-07T08:39:41,2024-06-07T18:08:07.233161,6,8,4,0,7.5,0,10.6,0.96,11.5,0.0,33.8,PORT_F,PORT_F_B07,2024-06-07T08:39:41,180,5,0.819,0.421,Low,38.4,48.7,2024-06-07T18:56:49.233161,PORT_F_B07,40.7,1,0.752,5
V00453,297044072,VLCC,350.5,20.37,136210,74246,5.7,50.1073,77.8412,11.9,124,11.5,2024-03-29T08:59:47,2024-03-29T09:57:32.278560,3,8,4,0,13.8,0,11.3,0.98,15.1,0.0,21.9,PORT_G,PORT_G_B06,2024-03-29T08:59:47,380,4,0.744,0.432,Medium,27.1,56.4,2024-03-29T10:53:56.278560,PORT_G_B06,40.3,0,0.783,8
V00469,786905285,Cruise,307.0,9.04,90668,61714,0.5,18.4735,30.789,20.1,332,103.1,2024-04-08T15:12:06,2024-04-08T20:19:46.030108,4,15,0,0,19.2,0,7.5,0.45,12.0,0.0,26.1,PORT_A,PORT_A_B05,2024-10-08T12:51:28.539965,340,7,0.798,0.396,Low,24.2,57.9,2024-04-08T21:17:40.030108,PORT_A_B05,263086.4,1,0.844,6
V00147,344193988,Feeder,121.4,5.18,12615,4073,3.8,34.9489,53.023,11.6,87,58.7,2024-07-14T07:52:22,2024-07-14T12:54:54.168640,7,7,6,1,5.6,0,11.3,1.06,13.2,0.0,24.4,PORT_D,PORT_D_B01,2024-07-14T07:52:22,260,3,0.749,0.476,Medium,24.5,46.6,2024-07-14T13:41:30.168640,PORT_D_B01,28.8,0,0.828,2
V00260,701856352,RoRo,103.8,9.74,9922,19908,9.9,57.4468,84.4967,16.5,148,172.3,2023-05-13T10:34:30,2023-05-13T21:02:40.926616,5,10,5,1,20.8,0,20.5,1.41,15.2,0.0,26.7,PORT_H,PORT_H_B08,2024-11-22T13:04:50.175742,200,2,0.759,0.332,Low,21.4,35.3,2023-05-13T21:37:58.926616,PORT_H_B08,804463.3,1,0.596,3
V00425,202754427,Bulk Carrier,250.2,11.81,29106,45277,4.5,49.8323,78.7344,11.8,282,45.2,2023-04-25T18:44:19,2023-04-25T22:33:31.868767,4,18,1,0,30.3,0,22.0,2.1,15.6,0.0,27.6,PORT_G,PORT_G_B00,2024-01-24T18:56:14.769782,260,3,0.812,0.277,Low,20.7,62.6,2023-04-25T23:36:07.868767,PORT_G_B00,394309.5,1,0.723,5
V00591,717746927,Container,332.8,14.37,106169,35155,13.2,35.2868,54.5022,16.7,240,34.7,2023-01-25T12:31:01,2023-01-25T14:35:46.806120,1,12,2,0,22.3,0,4.1,0.34,19.9,0.6,7.7,PORT_D,PORT_D_B02,2023-04-07T05:52:10.261702,380,5,0.733,0.38,Low,28.1,47.1,2023-01-25T15:22:52.806120,PORT_D_B02,103151.3,1,0.673,6
V00350,526240904,Container,297.8,11.29,21212,33577,29.8,25.6785,37.6221,17.4,150,46.6,2023-05-29T04:28:39,2023-05-29T07:09:08.066720,5,4,0,0,4.6,1,8.7,0.82,18.5,0.0,28.6,PORT_B,PORT_B_B01,2023-05-29T04:28:39,380,4,0.739,0.517,Medium,29.9,74.8,2023-05-29T08:23:56.066720,PORT_B_B01,34.8,0,1.0,6
V00522,365917700,Bulk Carrier,275.9,8.02,35980,39636,3.0,45.0333,70.2511,14.4,262,15.2,2023-11-22T06:37:50,2023-11-22T07:41:21.967052,11,6,2,0,8.8,0,3.6,0.22,13.0,0.2,10.2,PORT_F,PORT_F_B10,2023-11-22T06:37:50,340,6,0.773,0.569,Medium,37.6,66.4,2023-11-22T08:47:45.967052,PORT_F_B10,48.3,1,0.869,3
V00422,496618391,LNG Carrier,263.4,10.4,82895,85759,8.5,38.441,55.4864,18.0,203,224.9,2023-11-15T17:59:21,2023-11-16T06:28:11.839658,11,17,2,0,20.1,0,13.7,1.3,19.7,0.6,6.9,PORT_D,PORT_D_B02,2023-11-15T17:59:21,380,3,0.862,0.248,Low,11.6,44.5,2023-11-16T07:12:41.839658,PORT_D_B02,29.4,0,0.519,2
V00166,242836794,Bulk Carrier,183.7,10.71,26972,17055,5.5,55.5856,85.2775,13.7,129,55.8,2024-11-08T22:30:04,2024-11-09T02:34:53.396130,11,22,4,0,31.1,1,2.6,0.13,12.2,2.0,5.9,PORT_H,PORT_H_B06,2024-11-08T22:30:04,230,4,0.83,0.513,Medium,34.1,34.4,2024-11-09T03:09:17.396130,PORT_H_B06,33.8,0,0.839,3
V00008,785126462,RoRo,114.6,7.98,9272,28005,2.4,19.713,30.4135,13.3,304,30.2,2024-07-02T04:36:14,2024-07-02T06:52:36.006490,7,4,1,0,8.4,1,55.4,6.01,21.5,0.0,32.5,PORT_A,PORT_A_B00,2024-07-02T04:36:14,300,4,0.842,0.396,Low,23.9,107.3,2024-07-02T08:39:54.006490,PORT_A_B00,37.3,0,0.906,4
V00193,404095532,Container,258.2,14.31,49712,49187,5.2,33.9934,54.9219,17.9,317,81.9,2024-03-11T15:41:14,2024-03-11T20:15:50.009331,3,15,0,0,14.4,0,4.3,0.34,18.5,0.0,19.7,PORT_D,PORT_D_B10,2024-03-11T15:41:14,260,4,0.763,0.476,Medium,26.4,45.2,2024-03-11T21:01:02.009331,PORT_D_B10,40.5,0,0.84,8
V00495,492624016,Tanker,307.9,10.44,90726,20616,12.6,55.0426,86.2328,13.7,259,14.2,2024-02-13T03:36:14,2024-02-13T04:38:13.647616,2,3,1,0,16.1,1,14.1,1.54,13.5,2.1,12.7,PORT_H,PORT_H_B03,2024-02-13T03:36:14,340,6,0.803,0.513,Low,29.1,63.1,2024-02-13T05:41:19.647616,PORT_H_B03,51.3,1,0.92,12
V00175,642073643,Car Carrier,132.5,9.43,37039,10677,2.0,29.4803,46.7953,17.8,303,57.0,2023-12-24T00:44:57,2023-12-24T03:57:02.006072,12,0,6,1,33.2,1,2.5,0.14,10.1,0.2,12.8,PORT_C,PORT_C_B11,2023-12-24T00:44:57,340,4,0.78,0.306,Low,18.6,21.9,2023-12-24T04:18:56.006072,PORT_C_B11,48.8,0,0.729,4
V00545,780051936,VLCC,324.2,18.26,98258,74796,5.3,44.7804,70.4988,12.8,293,32.7,2024-02-29T07:16:15,2024-02-29T09:49:34.654105,2,7,3,0,15.3,0,8.6,0.75,11.5,8.4,17.7,PORT_F,PORT_F_B11,2024-02-29T07:16:15,340,8,0.663,0.421,Medium,33.1,72.1,2024-02-29T11:01:40.654105,PORT_F_B11,84.7,1,0.853,9
V00380,546090162,Cruise,288.7,7.02,146538,36589,11.0,40.5052,61.2551,20.2,124,54.0,2024-04-18T20:39:06,2024-04-18T23:19:19.136918,4,20,3,0,19.5,0,8.4,0.46,21.0,0.0,23.9,PORT_E,PORT_E_B06,2024-05-13T09:36:55.014377,380,7,0.812,0.52,Medium,30.5,64.5,2024-04-19T00:23:49.136918,PORT_E_B06,35172.2,1,0.963,10
V00075,771988890,Car Carrier,145.5,9.69,12884,30361,2.6,34.8224,53.3005,16.4,75,43.3,2023-08-05T17:03:22,2023-08-05T19:42:12.911472,8,17,5,1,21.9,0,5.0,0.37,18.1,0.0,20.7,PORT_D,PORT_D_B06,2023-08-05T17:03:22,340,2,0.729,0.214,Low,16.0,13.2,2023-08-05T19:55:24.911472,PORT_D_B06,19.0,0,0.301,2
V00377,737377911,Feeder,92.3,4.03,5206,6085,35.0,36.0477,53.2108,10.6,143,78.7,2023-08-20T03:56:15,2023-08-20T11:21:28.403798,8,3,6,1,28.7,1,3.8,0.24,10.0,0.0,30.2,PORT_D,PORT_D_B10,2024-03-12T11:25:07.715697,260,6,0.781,0.494,Medium,22.2,77.2,2023-08-20T12:38:40.403798,PORT_D_B10,295176.6,1,1.0,8
V00509,598866785,General Cargo,128.8,5.39,19264,9106,0.5,35.1205,54.3144,13.0,249,20.2,2024-06-20T03:00:16,2024-06-20T04:33:27.134033,6,3,3,0,26.6,1,3.6,0.2,12.6,0.0,30.4,PORT_D,PORT_D_B08,2024-06-20T03:00:16,150,3,0.661,0.476,Medium,34.4,34.9,2024-06-20T05:08:21.134033,PORT_D_B08,26.6,0,0.751,8
V00255,786405097,Tanker,177.8,11.66,108772,21412,5.5,44.2946,70.9667,12.8,306,71.8,2024-01-08T16:11:02,2024-01-08T21:47:15.265706,1,16,0,0,15.2,0,29.6,2.13,16.2,0.3,8.4,PORT_F,PORT_F_B11,2024-03-01T02:21:54.515197,340,5,0.742,0.421,Low,26.4,57.7,2024-01-08T22:44:57.265706,PORT_F_B11,75137.4,1,0.754,8
V00505,623671209,Bulk Carrier,191.8,9.26,96383,10354,35.0,40.2099,61.9924,13.0,177,12.6,2023-08-12T12:46:58,2023-08-12T13:45:18.396011,8,12,5,1,7.9,0,8.0,0.64,19.1,0.0,18.5,PORT_E,PORT_E_B08,2023-08-12T12:46:58,200,4,0.823,0.19,Low,8.0,43.2,2023-08-12T14:28:30.396011,PORT_E_B08,48.5,0,0.432,6
V00571,306492060,General Cargo,130.6,6.1,6362,3540,1.5,49.0961,79.0887,13.2,309,84.9,2024-11-26T18:11:06,2024-11-27T00:36:33.987705,11,18,1,0,35.4,0,6.2,0.51,16.3,0.4,8.0,PORT_G,PORT_G_B10,2024-11-26T18:11:06,180,6,0.735,0.432,Low,24.2,55.8,2024-11-27T01:32:21.987705,PORT_G_B10,49.8,1,0.796,7
V00085,466186632,Tanker,253.4,13.86,99668,30791,1.0,45.184,70.0644,14.1,199,11.7,2024-08-23T10:57:48,2024-08-23T11:47:30.888149,8,10,4,0,29.7,0,4.6,0.32,15.5,0.0,28.9,PORT_F,PORT_F_B06,2024-08-23T10:57:48,380,5,0.78,0.421,Low,25.5,45.2,2024-08-23T12:32:42.888149,PORT_F_B06,46.4,1,0.729,5
V00179,438836385,LNG Carrier,269.5,10.59,132743,50520,0.7,39.3633,59.8402,19.2,73,135.1,2023-02-02T16:10:34,2023-02-02T23:12:05.041648,2,16,3,0,13.2,0,1.8,0.09,15.2,0.6,14.9,PORT_E,PORT_E_B03,2024-08-25T19:20:09.455174,300,1,0.883,0.0,Low,0.4,2.1,2023-02-02T23:14:11.041648,PORT_E_B03,820577.5,1,0.065,1
V00371,359976145,Container,235.5,14.53,66053,62415,10.4,25.096,36.6434,17.4,94,81.6,2023-09-27T00:41:01,2023-09-27T05:22:25.353693,9,0,2,0,33.6,1,1.9,0.11,13.4,0.0,22.5,PORT_B,PORT_B_B06,2023-09-27T00:41:01,300,6,0.708,0.484,Medium,31.4,49.4,2023-09-27T06:11:49.353693,PORT_B_B06,63.9,1,0.827,11
V00209,546012479,Bulk Carrier,242.4,9.4,17074,44803,0.5,40.2366,62.3348,13.2,234,24.6,2024-08-03T11:23:57,2024-08-03T13:15:54.289115,8,11,5,1,19.3,0,6.9,0.57,17.3,0.0,25.7,PORT_E,PORT_E_B06,2024-08-03T11:23:57,380,7,0.846,0.52,Medium,23.5,62.2,2024-08-03T14:18:06.289115,PORT_E_B06,63.2,1,0.943,8
V00435,707854379,Container,364.1,11.68,84288,55319,5.8,35.2554,53.5779,16.9,121,29.6,2024-10-05T02:08:18,2024-10-05T03:53:10.752330,10,2,5,1,21.2,1,3.5,0.23,15.8,0.0,8.8,PORT_D,PORT_D_B02,2024-10-05T02:08:18,380,4,0.706,0.476,Medium,25.2,44.7,2024-10-05T04:37:52.752330,PORT_D_B02,43.8,0,0.84,7
